date,store_id,product_id,sales_amount,units_sold
2022-07-17,STORE-2489,PROD-41944,159.12,37
2023-04-26,STORE-8146,PROD-58716,630.58,34
2022-08-12,STORE-1290,PROD-43692,417.34,14
2023-04-07,STORE-5972,PROD-44898,552.02,33
2022-07-25,STORE-4770,PROD-34823,11.01,18
2022-01-27,STORE-2415,PROD-76847,908.14,39
2022-06-23,STORE-8579,PROD-19108,247.49,1
2022-04-06,STORE-4664,PROD-22532,589.97,25
2023-03-22,STORE-2446,PROD-77821,178.4,33
2022-07-09,STORE-9087,PROD-14214,460.26,45
2022-05-11,STORE-8726,PROD-66362,885.91,2
2022-09-14,STORE-5280,PROD-10904,874.64,16
2023-03-12,STORE-5375,PROD-67932,418.57,36
2022-12-07,STORE-1796,PROD-90612,48.9,42
2022-08-24,STORE-6447,PROD-58928,268.37,46
2022-05-01,STORE-2888,PROD-25512,918.04,38
2023-01-14,STORE-5297,PROD-45751,223.68,26
2022-08-28,STORE-3781,PROD-12023,942.97,41
2022-04-22,STORE-2831,PROD-24493,810.26,37
2022-03-25,STORE-7251,PROD-75009,331.57,14
2022-11-07,STORE-8731,PROD-32580,27.6,39
2022-02-27,STORE-6620,PROD-59557,881.09,46
2023-02-03,STORE-4956,PROD-22403,591.44,8
2022-08-24,STORE-2474,PROD-35963,188.62,36
2022-04-13,STORE-6305,PROD-90547,177.31,25
2022-01-29,STORE-5698,PROD-54431,621.76,39
2022-03-26,STORE-8688,PROD-30581,94.61,40
2022-05-12,STORE-4451,PROD-10564,327.7,16
2022-04-19,STORE-5464,PROD-49277,28.14,50
2022-06-06,STORE-6914,PROD-10643,582.09,44
2023-01-29,STORE-8463,PROD-53967,242.05,49
2022-05-01,STORE-9120,PROD-42938,926.25,4
2022-02-04,STORE-5615,PROD-33555,572.64,23
2022-12-18,STORE-1987,PROD-64686,485.06,31
2023-02-14,STORE-9532,PROD-63929,601.16,49
2022-03-15,STORE-9584,PROD-56910,822.5,3
2022-08-17,STORE-8291,PROD-77534,281.41,44
2023-01-25,STORE-7104,PROD-81426,326.45,22
2022-02-05,STORE-3539,PROD-39857,76.41,34
2022-11-06,STORE-2370,PROD-34779,526.61,24
2022-09-14,STORE-2914,PROD-79344,218.19,21
2022-05-09,STORE-4989,PROD-87161,369.23,15
2022-04-02,STORE-6996,PROD-41493,381.65,11
2022-09-18,STORE-4784,PROD-72467,826.49,45
2022-06-15,STORE-7339,PROD-41468,543.4,8
2023-03-29,STORE-5163,PROD-36026,491.06,10
2022-06-25,STORE-2335,PROD-90992,532.97,6
2022-12-13,STORE-7453,PROD-12518,886.38,20
2022-10-29,STORE-7996,PROD-25034,53.58,39
2022-05-14,STORE-8892,PROD-66459,787.32,23
2023-04-08,STORE-7128,PROD-32649,802.97,7
2022-03-02,STORE-7860,PROD-28575,919.31,34
2023-03-27,STORE-7167,PROD-17472,847.86,2
2022-12-30,STORE-8637,PROD-79436,878.41,22
2023-02-05,STORE-3198,PROD-24501,676.32,3
2022-03-19,STORE-3586,PROD-16166,427.79,24
2023-04-11,STORE-4561,PROD-34972,744.18,3
2022-11-26,STORE-9613,PROD-27173,822.79,28
2022-12-21,STORE-7690,PROD-23389,42.57,43
2022-08-22,STORE-1996,PROD-80963,272.14,1
2022-09-20,STORE-7359,PROD-32513,523.63,10
2023-04-22,STORE-4426,PROD-99223,815.66,24
2023-03-09,STORE-4830,PROD-84168,470.76,8
2023-02-22,STORE-9619,PROD-59957,736.7,49
2023-04-27,STORE-7763,PROD-91888,249.4,9
2023-03-23,STORE-4674,PROD-85174,125.27,10
2022-01-04,STORE-2453,PROD-13125,69.53,36
2022-03-05,STORE-4549,PROD-47530,650.31,24
2023-01-12,STORE-2364,PROD-32080,927.25,32
2022-11-27,STORE-8943,PROD-96299,405.34,34
2023-04-27,STORE-1877,PROD-36019,533.14,39
2022-07-03,STORE-5104,PROD-13077,284.93,48
2023-01-21,STORE-9827,PROD-30951,937.06,2
2022-12-28,STORE-9432,PROD-47603,343.15,20
2022-07-11,STORE-8204,PROD-33168,388.36,12
2022-10-27,STORE-5736,PROD-54686,558.38,10
2022-01-16,STORE-6785,PROD-81153,76.12,11
2022-06-20,STORE-5289,PROD-80096,557.14,11
2022-06-14,STORE-2259,PROD-54024,456.55,17
2022-04-07,STORE-8603,PROD-29845,996.32,20
2022-04-08,STORE-3838,PROD-50224,815.17,12
2022-10-05,STORE-1107,PROD-77339,906.03,3
2022-03-04,STORE-9338,PROD-57879,154.74,44
2022-06-18,STORE-1854,PROD-18492,943.12,33
2022-03-27,STORE-1064,PROD-52112,76.24,25
2022-12-21,STORE-9109,PROD-59345,119.72,14
2022-11-18,STORE-3244,PROD-22799,903.29,14
2022-06-02,STORE-2134,PROD-76992,186.04,44
2022-11-06,STORE-2464,PROD-77475,343.03,17
2022-05-13,STORE-9155,PROD-32275,222.07,31
2023-03-08,STORE-7219,PROD-83472,760.49,6
2022-01-26,STORE-5512,PROD-73413,218.43,9
2022-06-12,STORE-3876,PROD-75976,388.7,17
2022-03-13,STORE-1036,PROD-88945,663.35,47
2022-07-31,STORE-6104,PROD-45255,336.6,41
2022-03-26,STORE-8199,PROD-95723,165.64,27
2022-07-23,STORE-1729,PROD-55702,920.76,16
2022-03-04,STORE-7919,PROD-27200,816.5,33
2023-01-23,STORE-7689,PROD-16226,523.61,45
2022-02-21,STORE-2921,PROD-67062,253.29,12
2023-02-09,STORE-4416,PROD-45856,493.91,5
2023-04-01,STORE-1495,PROD-88397,359.99,34
2022-09-28,STORE-3102,PROD-59373,499.32,21
2023-02-01,STORE-5678,PROD-42267,224.45,1
2022-12-15,STORE-7420,PROD-37236,267.51,22
2023-01-19,STORE-8459,PROD-98477,840.4,4
2022-03-02,STORE-8564,PROD-16903,143.63,40
2022-04-03,STORE-4397,PROD-37826,962.25,2
2022-03-14,STORE-1200,PROD-98337,56.94,40
2023-01-23,STORE-4060,PROD-37564,360.9,13
2023-01-04,STORE-8502,PROD-15324,684.15,34
2022-10-04,STORE-8842,PROD-72601,506.67,21
2022-09-26,STORE-1749,PROD-35661,495.92,34
2022-05-22,STORE-3101,PROD-80648,136.08,17
2022-06-11,STORE-5905,PROD-22724,629.06,1
2022-05-05,STORE-4648,PROD-87413,341.98,47
2022-03-28,STORE-8309,PROD-35797,698.08,2
2022-01-21,STORE-8255,PROD-65907,832.64,15
2022-11-24,STORE-8030,PROD-23517,12.12,22
2022-06-03,STORE-4730,PROD-19651,373.5,41
2022-04-26,STORE-2041,PROD-61746,921.96,48
2022-04-30,STORE-8375,PROD-82175,739.63,12
2023-02-01,STORE-7920,PROD-35440,423.68,17
2022-11-24,STORE-4288,PROD-29116,732.38,3
2022-08-09,STORE-7840,PROD-85171,176.75,39
2022-10-25,STORE-2078,PROD-68671,289.43,3
2022-05-05,STORE-3699,PROD-70366,329.03,30
2022-12-23,STORE-9578,PROD-36566,801.09,36
2023-01-04,STORE-5921,PROD-61611,984.16,11
2023-03-20,STORE-6705,PROD-78089,116.2,40
2022-02-26,STORE-3283,PROD-14445,546.18,35
2023-01-22,STORE-8960,PROD-83311,700.84,7
2023-01-30,STORE-4334,PROD-51312,450.74,10
2022-11-17,STORE-2870,PROD-69257,763.14,43
2022-09-26,STORE-1967,PROD-49379,629.25,43
2022-02-22,STORE-3053,PROD-34186,403.2,5
2022-03-28,STORE-3591,PROD-24805,816.26,44
2022-01-21,STORE-9362,PROD-62329,288.77,47
2023-02-28,STORE-1558,PROD-22298,922.18,14
2023-03-01,STORE-2982,PROD-14486,427.1,46
2022-09-26,STORE-2559,PROD-67703,702.49,42
2022-02-15,STORE-5063,PROD-12172,51.05,19
2022-11-29,STORE-8327,PROD-15361,984.66,42
2022-09-22,STORE-5476,PROD-75746,150.68,1
2023-02-08,STORE-6776,PROD-30236,495.46,6
2022-10-19,STORE-9804,PROD-39757,749.85,33
2022-05-26,STORE-1049,PROD-90436,630.37,29
2022-06-14,STORE-3580,PROD-26278,889.21,1
2022-10-10,STORE-4985,PROD-10647,743.49,17
2022-03-13,STORE-1239,PROD-72185,949.68,45
2022-04-03,STORE-9993,PROD-37507,457.84,9
2022-06-22,STORE-5752,PROD-57155,646.44,15
2022-05-30,STORE-8493,PROD-35181,825.35,1
2023-02-18,STORE-9863,PROD-17774,437.96,13
2023-04-24,STORE-2007,PROD-98706,780.77,26
2022-06-05,STORE-8501,PROD-83802,448.24,23
2022-02-13,STORE-9275,PROD-33153,292.17,20
2022-04-18,STORE-3798,PROD-13583,593.04,36
2022-03-20,STORE-4229,PROD-85722,683.65,3
2022-08-31,STORE-7232,PROD-14379,165.76,12
2022-08-31,STORE-3327,PROD-53456,56.38,6
2022-07-27,STORE-1667,PROD-19193,670.48,35
2022-01-25,STORE-4772,PROD-60171,873.72,22
2022-08-03,STORE-1183,PROD-29449,565.53,24
2022-04-12,STORE-7741,PROD-25091,82.96,45
2022-09-27,STORE-8067,PROD-51131,218.89,22
2022-12-13,STORE-9197,PROD-95149,604.52,37
2022-09-04,STORE-3941,PROD-24062,10.5,40
2022-04-14,STORE-8274,PROD-54291,433.66,37
2022-10-14,STORE-6285,PROD-66727,469.49,11
2022-08-15,STORE-7574,PROD-89829,831.8,18
2022-05-02,STORE-6361,PROD-56475,669.78,2
2023-01-13,STORE-4025,PROD-38369,781.64,15
2023-02-28,STORE-7725,PROD-64980,494.37,46
2022-11-15,STORE-9444,PROD-62771,568.19,24
2022-02-22,STORE-2202,PROD-12060,776.02,9
2023-01-26,STORE-6170,PROD-61381,596.78,21
2022-02-26,STORE-6320,PROD-89696,105.99,49
2023-04-16,STORE-1081,PROD-58032,902.76,5
2022-10-23,STORE-7219,PROD-14079,120.65,8
2022-12-06,STORE-3228,PROD-19300,536.67,25
2022-08-09,STORE-7754,PROD-41189,852.4,31
2022-01-27,STORE-7212,PROD-62635,609.7,33
2022-09-25,STORE-3602,PROD-42117,498.32,19
2023-03-20,STORE-7570,PROD-76520,528.98,47
2022-05-13,STORE-5982,PROD-34533,482.51,8
2022-11-25,STORE-5890,PROD-68405,619.13,47
2023-03-05,STORE-8488,PROD-54578,232.4,10
2022-07-12,STORE-8881,PROD-97035,379.49,13
2023-04-03,STORE-3888,PROD-45717,810.98,41
2022-01-17,STORE-2312,PROD-97618,436.67,6
2022-07-23,STORE-5909,PROD-49458,261.23,46
2022-04-29,STORE-1040,PROD-71795,705.12,33
2022-05-06,STORE-4800,PROD-49216,396.97,9
2023-02-01,STORE-5477,PROD-83624,580.7,26
2023-01-17,STORE-6894,PROD-47299,207.34,50
2022-04-17,STORE-5722,PROD-31301,956.9,28
2022-05-18,STORE-1239,PROD-49134,227.82,45
2022-07-04,STORE-5933,PROD-64649,902.3,43
2022-09-02,STORE-7724,PROD-38337,599.92,20
2023-01-26,STORE-4405,PROD-18513,441.34,3
2022-01-14,STORE-9823,PROD-51195,764.89,49
2022-06-25,STORE-1177,PROD-49553,34.47,14
2022-02-03,STORE-1255,PROD-90016,220.94,16
2022-09-07,STORE-7467,PROD-36251,558.87,41
2023-04-05,STORE-8001,PROD-10932,138.11,36
2022-04-19,STORE-7308,PROD-25640,978.54,18
2022-02-13,STORE-2536,PROD-32672,988.87,42
2023-04-10,STORE-4869,PROD-42748,175.24,47
2022-09-30,STORE-6364,PROD-34809,950.97,35
2022-08-05,STORE-1641,PROD-78277,434.15,3
2023-04-11,STORE-6225,PROD-82923,283.64,28
2023-01-28,STORE-8390,PROD-47919,912.38,45
2022-08-18,STORE-3582,PROD-10350,423.86,15
2023-03-23,STORE-4662,PROD-62434,964.51,35
2022-02-08,STORE-2362,PROD-84933,174.02,29
2022-06-26,STORE-6171,PROD-90387,543.42,22
2023-03-20,STORE-3179,PROD-83057,584.51,29
2023-02-22,STORE-1881,PROD-83533,317.24,6
2022-12-16,STORE-5841,PROD-45077,466.8,21
2022-08-04,STORE-2666,PROD-55071,136.13,35
2022-07-31,STORE-6858,PROD-66230,167.27,16
2022-05-03,STORE-8743,PROD-22059,579.6,33
2023-03-06,STORE-2292,PROD-68937,852.02,21
2022-09-20,STORE-2838,PROD-31898,181.6,26
2022-01-06,STORE-3702,PROD-32306,555.45,37
2022-07-17,STORE-6097,PROD-85150,583.74,27
2023-01-11,STORE-3750,PROD-72835,225.1,12
2023-03-10,STORE-6674,PROD-17673,421.34,18
2022-05-17,STORE-9666,PROD-69171,764.83,21
2022-07-07,STORE-7655,PROD-88593,159.13,13
2022-12-01,STORE-9848,PROD-51924,577.74,3
2022-11-09,STORE-8339,PROD-95395,376.25,50
2022-03-09,STORE-7593,PROD-17579,900.08,48
2022-10-19,STORE-7156,PROD-97581,977.42,18
2023-04-15,STORE-2247,PROD-10001,957.75,20
2022-11-16,STORE-8589,PROD-39710,67.65,14
2022-09-27,STORE-1380,PROD-68716,909.21,34
2022-05-09,STORE-5302,PROD-63341,749.67,33
2022-03-02,STORE-9719,PROD-83030,403.46,47
2023-04-20,STORE-9456,PROD-11041,237.43,20
2022-10-17,STORE-1598,PROD-96853,119.22,27
2022-10-30,STORE-3595,PROD-31286,126.93,20
2022-09-11,STORE-9216,PROD-27189,372.58,48
2022-03-10,STORE-9886,PROD-28349,564.32,37
2022-10-19,STORE-5962,PROD-88656,418.17,49
2022-07-11,STORE-3340,PROD-36865,965.13,3
2022-02-01,STORE-1687,PROD-78542,396.35,39
2022-02-03,STORE-8353,PROD-35162,552.01,31
2023-01-23,STORE-5344,PROD-82183,108.62,29
2023-04-25,STORE-1964,PROD-54851,863.91,19
2022-05-02,STORE-2512,PROD-37418,556.39,31
2022-12-19,STORE-7199,PROD-85358,49.01,4
2022-03-12,STORE-9287,PROD-47605,449.38,7
2022-11-09,STORE-4694,PROD-78452,465.38,50
2022-12-23,STORE-1931,PROD-93563,869.85,11
2022-04-17,STORE-4248,PROD-51084,264.71,15
2023-02-09,STORE-7393,PROD-58848,373.52,29
2022-06-19,STORE-2585,PROD-41204,152.8,6
2022-02-11,STORE-3736,PROD-73592,297.99,44
2022-06-17,STORE-5348,PROD-61023,760.87,2
2022-05-06,STORE-4665,PROD-58274,791.24,49
2022-12-20,STORE-5611,PROD-59212,544.52,45
2022-05-29,STORE-8206,PROD-86747,277.36,50
2022-08-03,STORE-7223,PROD-34470,132.42,50
2022-05-21,STORE-8145,PROD-45826,424.88,21
2022-11-19,STORE-9970,PROD-19353,551.58,11
2023-03-16,STORE-7719,PROD-81923,985.75,25
2022-06-25,STORE-3643,PROD-51658,417.87,5
2023-04-08,STORE-8653,PROD-88020,742.59,15
2023-02-16,STORE-1652,PROD-31322,54.05,37
2022-03-04,STORE-1468,PROD-55320,721.57,16
2022-09-27,STORE-4074,PROD-38919,24.91,41
2023-01-10,STORE-8993,PROD-32086,150.69,38
2023-04-08,STORE-1051,PROD-99298,934.56,4
2023-04-15,STORE-1728,PROD-39350,147.73,38
2022-05-06,STORE-8578,PROD-95526,795.19,28
2022-02-25,STORE-5994,PROD-14959,996.14,8
2022-07-16,STORE-5690,PROD-80302,893.17,6
2023-03-04,STORE-6707,PROD-24551,533.94,36
2023-03-01,STORE-3566,PROD-94929,777.11,44
2022-01-05,STORE-2876,PROD-85934,349.74,34
2022-05-30,STORE-2938,PROD-98917,975.77,13
2022-10-11,STORE-6114,PROD-22001,509.43,27
2022-12-02,STORE-8214,PROD-29774,660.92,13
2022-01-23,STORE-3613,PROD-77097,243.48,39
2022-02-20,STORE-1152,PROD-81162,612.63,29
2022-05-28,STORE-6009,PROD-38507,113.91,2
2022-07-19,STORE-6425,PROD-87861,594.06,10
2022-05-14,STORE-8346,PROD-68200,584.12,24
2023-01-29,STORE-8516,PROD-79967,18.07,9
2022-08-02,STORE-2150,PROD-11884,628.15,1
2023-02-04,STORE-6628,PROD-29959,209.03,49
2022-09-29,STORE-3657,PROD-86319,763.57,5
2023-01-08,STORE-9792,PROD-28181,899.2,49
2022-08-13,STORE-4567,PROD-90544,689.08,5
2022-09-18,STORE-5900,PROD-87435,804.97,15
2022-02-17,STORE-8819,PROD-73038,476.67,2
2022-05-06,STORE-4326,PROD-15739,95.89,45
2022-02-13,STORE-2501,PROD-81513,615.18,44
2023-04-05,STORE-7510,PROD-34047,202.41,37
2022-12-22,STORE-4244,PROD-47490,203.34,43
2022-12-10,STORE-6622,PROD-52447,536.22,36
2023-03-23,STORE-3791,PROD-52316,839.09,13
2023-04-10,STORE-3307,PROD-17609,201.49,44
2022-03-25,STORE-9438,PROD-52454,115.31,20
2022-07-14,STORE-6578,PROD-29068,99.41,45
2022-09-04,STORE-5940,PROD-69737,320.51,44
2022-07-17,STORE-1583,PROD-94955,473.12,41
2023-04-21,STORE-2189,PROD-64624,473.39,37
2022-07-30,STORE-8989,PROD-59644,166.57,46
2023-01-27,STORE-2821,PROD-64047,42.15,49
2022-09-09,STORE-1282,PROD-35581,599.14,33
2023-03-23,STORE-1664,PROD-51619,143.16,15
2022-06-01,STORE-9108,PROD-90516,113.23,40
2022-01-04,STORE-8590,PROD-24252,307.34,1
2022-05-18,STORE-8216,PROD-72801,838.78,7
2023-04-03,STORE-4691,PROD-66277,320.2,39
2022-11-02,STORE-6761,PROD-91239,199.0,49
2022-11-27,STORE-1022,PROD-52739,923.56,30
2022-02-27,STORE-7357,PROD-63288,160.29,26
2023-03-03,STORE-7868,PROD-85183,967.82,20
2022-06-17,STORE-7192,PROD-16417,212.92,48
2022-10-15,STORE-4283,PROD-28074,826.87,14
2023-01-29,STORE-1622,PROD-66113,162.07,12
2022-08-03,STORE-3181,PROD-32180,964.82,26
2022-05-02,STORE-3397,PROD-30424,192.92,4
2023-01-24,STORE-9949,PROD-62068,799.6,29
2022-06-01,STORE-4815,PROD-43173,884.92,12
2023-04-16,STORE-6128,PROD-26406,381.75,19
2023-02-02,STORE-4101,PROD-23510,891.78,14
2022-02-18,STORE-9851,PROD-57038,518.84,50
2023-03-27,STORE-3430,PROD-37210,943.47,46
2022-05-12,STORE-9890,PROD-74399,825.45,6
2022-05-25,STORE-1396,PROD-55003,271.86,30
2022-03-29,STORE-7875,PROD-84437,535.33,31
2022-04-03,STORE-6370,PROD-91662,362.17,22
2022-11-15,STORE-7063,PROD-86373,255.64,49
2022-12-31,STORE-8275,PROD-82760,368.59,2
2022-11-13,STORE-9542,PROD-33055,682.72,46
2023-03-14,STORE-6671,PROD-94046,539.71,14
2023-02-15,STORE-6031,PROD-29199,438.83,9
2022-02-24,STORE-1246,PROD-21426,51.89,9
2022-03-02,STORE-4817,PROD-10691,646.52,4
2022-07-27,STORE-1959,PROD-86521,163.51,47
2022-03-05,STORE-6770,PROD-76240,758.46,39
2023-02-25,STORE-9889,PROD-77279,510.95,33
2022-07-04,STORE-7978,PROD-88377,243.83,42
2023-02-03,STORE-6305,PROD-20082,760.63,27
2022-10-23,STORE-1461,PROD-36645,207.68,42
2023-03-22,STORE-8283,PROD-71362,231.77,12
2022-05-30,STORE-1423,PROD-98110,599.68,45
2023-03-23,STORE-1849,PROD-18494,578.05,32
2023-04-04,STORE-6915,PROD-54762,845.68,22
2022-08-15,STORE-5090,PROD-37583,588.57,33
2023-04-27,STORE-2084,PROD-91911,456.72,48
2023-01-19,STORE-5929,PROD-98332,220.3,10
2022-09-14,STORE-4153,PROD-53410,503.48,37
2022-02-19,STORE-2760,PROD-39062,314.9,24
2023-02-03,STORE-1011,PROD-79411,760.13,39
2022-10-01,STORE-2043,PROD-15011,96.61,18
2022-08-25,STORE-2004,PROD-23877,144.05,20
2022-04-13,STORE-5671,PROD-62059,115.32,30
2022-03-19,STORE-5652,PROD-15286,434.61,40
2022-11-03,STORE-2997,PROD-68555,488.47,13
2023-03-11,STORE-1440,PROD-64834,51.33,17
2022-07-19,STORE-4455,PROD-84705,702.09,6
2022-12-18,STORE-5972,PROD-21683,84.27,1
2023-02-12,STORE-3870,PROD-18191,401.37,12
2022-08-13,STORE-9046,PROD-89186,357.89,38
2022-01-21,STORE-9096,PROD-39717,908.07,45
2022-06-27,STORE-9557,PROD-39488,325.78,37
2022-06-08,STORE-9121,PROD-73179,304.48,17
2022-10-19,STORE-2125,PROD-47327,806.14,40
2022-01-27,STORE-2088,PROD-18611,645.45,28
2022-02-12,STORE-2577,PROD-40954,423.42,34
2022-12-15,STORE-3946,PROD-41419,612.82,28
2022-02-21,STORE-8718,PROD-56507,464.18,17
2023-03-04,STORE-5497,PROD-36601,173.2,32
2022-03-20,STORE-2483,PROD-39856,511.92,25
2023-02-11,STORE-3830,PROD-83393,577.02,46
2022-02-10,STORE-4411,PROD-65851,851.87,50
2022-11-16,STORE-3303,PROD-68056,73.5,40
2022-06-22,STORE-8954,PROD-44162,965.49,26
2023-01-06,STORE-9979,PROD-58412,536.53,49
2022-11-30,STORE-5915,PROD-73861,52.78,23
2022-03-22,STORE-1529,PROD-53731,871.25,33
2023-03-19,STORE-4116,PROD-79618,301.51,42
2022-06-30,STORE-1614,PROD-26800,177.15,15
2022-12-12,STORE-3459,PROD-46409,582.33,46
2023-02-28,STORE-5088,PROD-79123,37.87,7
2022-05-15,STORE-6434,PROD-72847,655.89,14
2022-03-19,STORE-1073,PROD-43884,446.7,13
2022-10-23,STORE-9377,PROD-47567,788.16,38
2022-04-09,STORE-2313,PROD-90600,472.68,33
2022-07-29,STORE-9003,PROD-12069,954.19,31
2023-03-02,STORE-2338,PROD-31130,625.99,3
2022-06-11,STORE-4577,PROD-87007,83.99,12
2022-03-22,STORE-3352,PROD-46176,953.88,40
2022-10-15,STORE-8264,PROD-74346,578.05,21
2022-05-23,STORE-5449,PROD-52745,127.25,3
2023-01-25,STORE-5214,PROD-27693,124.2,22
2022-10-08,STORE-2507,PROD-49950,800.31,38
2022-02-20,STORE-1470,PROD-29049,977.85,17
2022-08-20,STORE-1327,PROD-56371,504.25,44
2022-10-30,STORE-7626,PROD-13670,488.82,1
2022-11-15,STORE-2973,PROD-58870,268.21,38
2022-12-25,STORE-3685,PROD-80406,382.57,19
2022-03-24,STORE-2505,PROD-32312,462.56,31
2022-08-05,STORE-7528,PROD-54035,452.81,46
2022-07-12,STORE-9885,PROD-23967,161.24,34
2022-02-11,STORE-7031,PROD-88115,454.03,37
2022-03-10,STORE-8371,PROD-97690,645.19,5
2023-01-20,STORE-3507,PROD-69250,976.53,48
2022-02-10,STORE-2309,PROD-23647,214.82,33
2023-03-06,STORE-5584,PROD-15118,481.22,33
2023-03-30,STORE-7882,PROD-47726,467.61,24
2023-04-11,STORE-9146,PROD-14195,134.44,43
2022-10-07,STORE-9321,PROD-61254,742.57,50
2023-04-24,STORE-7026,PROD-37796,738.91,8
2022-12-29,STORE-7591,PROD-50035,886.42,3
2022-06-16,STORE-4226,PROD-98386,342.52,25
2022-05-13,STORE-8756,PROD-82569,352.31,4
2022-02-24,STORE-7558,PROD-94844,289.54,20
2022-09-15,STORE-1800,PROD-83171,754.57,24
2022-11-03,STORE-4735,PROD-36294,506.22,21
2022-01-03,STORE-7325,PROD-53784,609.68,8
2022-07-14,STORE-2291,PROD-74870,235.24,48
2022-01-26,STORE-1752,PROD-29351,927.9,5
2022-11-13,STORE-7798,PROD-84110,831.58,28
2023-03-25,STORE-7354,PROD-66439,820.26,12
2022-12-21,STORE-6531,PROD-17222,94.0,50
2023-02-25,STORE-4306,PROD-52045,625.4,21
2023-04-16,STORE-1830,PROD-81986,316.52,36
2022-11-01,STORE-9112,PROD-89221,756.13,16
2022-06-06,STORE-9041,PROD-47365,387.35,45
2022-10-25,STORE-8270,PROD-58012,884.28,39
2022-11-18,STORE-1632,PROD-36366,296.62,32
2022-01-17,STORE-4825,PROD-89398,792.1,48
2023-01-14,STORE-2147,PROD-25625,734.59,1
2022-05-15,STORE-3230,PROD-47507,738.39,41
2022-06-21,STORE-8235,PROD-37670,235.82,43
2022-06-21,STORE-7780,PROD-69671,328.3,4
2023-01-06,STORE-6495,PROD-22577,538.8,49
2022-05-19,STORE-7106,PROD-35852,488.16,35
2022-09-30,STORE-8582,PROD-52840,683.74,30
2022-04-25,STORE-3262,PROD-58911,953.54,26
2022-05-15,STORE-6144,PROD-35850,352.98,49
2022-08-16,STORE-6170,PROD-95622,267.99,41
2023-03-23,STORE-8033,PROD-56910,155.06,13
2022-05-21,STORE-2611,PROD-13541,82.98,27
2023-02-05,STORE-3136,PROD-21742,121.37,37
2023-03-06,STORE-9192,PROD-61004,282.41,25
2022-02-21,STORE-8057,PROD-59061,982.82,25
2022-03-23,STORE-2392,PROD-82124,138.71,18
2023-04-28,STORE-8348,PROD-90914,207.72,10
2022-09-05,STORE-5172,PROD-39051,621.3,26
2022-02-05,STORE-8816,PROD-37348,657.08,34
2022-07-16,STORE-7729,PROD-80070,753.21,46
2022-03-01,STORE-6266,PROD-53548,93.2,25
2022-10-25,STORE-4428,PROD-13388,963.3,17
2022-09-08,STORE-9400,PROD-41184,141.82,8
2023-02-10,STORE-9669,PROD-73764,228.09,30
2023-04-26,STORE-8499,PROD-11024,713.13,39
2023-04-09,STORE-2192,PROD-71798,403.59,22
2022-02-26,STORE-5629,PROD-45907,237.23,50
2022-12-08,STORE-5176,PROD-14801,121.91,41
2022-06-09,STORE-9485,PROD-78558,72.54,19
2022-04-19,STORE-4517,PROD-56476,667.71,19
2022-05-04,STORE-9563,PROD-95257,479.94,13
2022-12-01,STORE-1334,PROD-26756,75.79,15
2022-05-02,STORE-2041,PROD-71535,16.47,48
2023-03-17,STORE-9436,PROD-87113,912.6,36
2022-05-26,STORE-2187,PROD-39548,303.67,36
2023-01-25,STORE-6693,PROD-99182,178.76,43
2022-06-27,STORE-2801,PROD-16781,623.25,1
2023-01-19,STORE-8491,PROD-36789,596.87,4
2022-08-13,STORE-8562,PROD-27063,630.44,18
2022-04-16,STORE-4499,PROD-18295,599.8,30
2022-10-17,STORE-5538,PROD-87920,567.09,11
2022-10-08,STORE-1309,PROD-81900,961.85,12
2022-11-16,STORE-1662,PROD-99790,74.4,36
2022-05-11,STORE-2418,PROD-55868,483.32,49
2022-12-02,STORE-9894,PROD-52970,674.71,29
2022-05-20,STORE-7531,PROD-58908,83.15,30
2023-01-26,STORE-5896,PROD-70917,67.79,25
2022-04-13,STORE-6920,PROD-83484,824.62,14
2022-04-11,STORE-9975,PROD-51011,386.38,9
2022-10-31,STORE-9281,PROD-42600,194.82,21
2023-03-24,STORE-9250,PROD-34510,246.57,49
2022-07-22,STORE-4074,PROD-89607,387.01,28
2022-08-14,STORE-3409,PROD-48022,409.42,22
2022-02-27,STORE-8536,PROD-91925,700.51,23
2022-09-16,STORE-5698,PROD-61927,461.23,10
2022-09-13,STORE-2278,PROD-22761,898.66,3
2023-01-23,STORE-3394,PROD-15653,479.66,18
2022-06-30,STORE-8603,PROD-88698,648.12,22
2023-03-31,STORE-7742,PROD-36467,226.39,35
2022-04-02,STORE-1755,PROD-12916,775.12,37
2022-12-09,STORE-8153,PROD-13001,882.26,24
2022-03-16,STORE-1490,PROD-85287,646.02,47
2022-03-27,STORE-7594,PROD-26548,402.52,18
2023-01-31,STORE-5919,PROD-98303,649.36,25
2022-03-14,STORE-6539,PROD-42934,327.16,37
2022-04-19,STORE-8678,PROD-27210,371.28,23
2022-01-01,STORE-9005,PROD-10864,198.52,37
2023-04-25,STORE-2317,PROD-85148,363.11,25
2022-05-16,STORE-1364,PROD-75705,797.92,49
2023-01-08,STORE-1096,PROD-96448,922.72,2
2022-06-28,STORE-7179,PROD-26913,741.96,13
2023-04-19,STORE-4464,PROD-97323,234.3,16
2022-07-25,STORE-3703,PROD-85336,311.72,39
2022-10-04,STORE-7113,PROD-13853,109.62,22
2022-06-14,STORE-3617,PROD-50115,917.36,35
2022-11-13,STORE-6511,PROD-29423,34.4,4
2022-05-22,STORE-1194,PROD-71576,622.83,42
2023-02-02,STORE-3337,PROD-94207,949.03,7
